Sentence,Sentiment
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,positive
The plant is expected to enter commercial operation by mid-2009 .,neutral
"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",neutral
Unit costs for flight operations fell by 6.4 percent .,positive
"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",neutral
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,negative
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",neutral
Exel is headquartered in Mantyharju in Finland .,neutral
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,neutral
"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",positive
"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",neutral
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,neutral
`` We could be there .,neutral
@Intuitiv $CLNE gasoline prices spike in California. http://stks.co/t1bOi,positive
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",positive
No more waste-burning facilities should be built .,neutral
$TSPT  long 8.00,positive
Pohjola and cooperative banks have continued to combine their branch office network .,neutral
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",positive
"This one was at one time targeted for June 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point .",neutral
$AAPL iPhone shipments on track to exceed forecasts - MarketWatch https://t.co/2CXahJIX7d,positive
The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,neutral
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,neutral
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),positive
NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,negative
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,neutral
Hard to find new buyers of $TSLA at 250.  Shorts continue to pile in.,negative
"Biohit and VWR have been in close cooperation for a number of years in the US , where Biohit is one of VWR 's focus suppliers .",positive
"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",positive
$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,positive
"In the Baltic countries , sales fell by 42.6 % .",negative
"Typically , the transmission power level can be decreased when the interference noise is above a predefined value .",neutral
"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",positive
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative
It has80 branches in Finland with annual revenue in Finland of ?,neutral
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",positive
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive
Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,neutral
$GILD  is expanding its research facilities...keeping up with the pace of innovation  https://t.co/uOE7FJ4LOP,positive
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,neutral
"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",neutral
"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .",neutral
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,positive
Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .,neutral
Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,negative
"The subdivision made sales revenues last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profits of EUR 44.5 million EUR 7.4 million .",positive
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",positive
$TSLA is now up 57% from its February low. Amazing rebound.,positive
Amazon to attack UK grocery market with Morrisons deal,positive
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",neutral
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",neutral
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive
"According to Chairman Michael Hornborg , the organizations has merely criticised Raisio 's weak performance .",neutral
Net loss in the same period in 2009 was euro18 .6 million .,neutral
"The Company serves approximately 3,000 customers in over 100 countries .",neutral
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,negative
"It s an area that is highly valued , because most of the land there has already been built on .",neutral
"The markets are almost completely controlled by three banks : Nordea , OP Bank Group , and Sampo .",neutral
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,neutral
No financial or pricing details were disclosed .,neutral
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",neutral
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",negative
CORRECTED-Shire to buy Dyax for about $5.9 bln,positive
$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,positive
"According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing .",neutral
Brewer AB InBev seeks $275 bln tie-up with SABMiller,positive
BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,positive
"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",neutral
$MXWL Oh snap. Just went long again. LT,positive
"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery .",neutral
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,negative
